id,gender,birthday,Age,abonoment_type,visit_per_week,days_per_week,attend_group_lesson,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,drink_abo,fav_drink,personal_training,name_personal_trainer,uses_sauna,check_in_hour,visit_time,age_group,visit_category,total_activities
304,Male,1988-12-28,35,Standard,1,Sat,False,None,13:53:00,14:33:00,40,False,No Drink,False,No Trainer,False,13,Afternoon,Adult,Light,0
305,Male,1998-08-02,26,Standard,4,"Sat, Sun, Thu, Wed",True,"Spinning, Running, LesMiles",08:48:00,10:35:00,107,False,No Drink,False,No Trainer,False,8,Morning,Adult,Very Frequent,1
306,Male,2003-10-28,20,Standard,2,"Fri, Sun",True,"Running, LesMiles, Yoga",11:47:00,14:10:00,143,True,lemon,True,Chantal,True,11,Morning,Young Adult,Regular,3
307,Female,1992-04-06,32,Standard,3,"Mon, Sun, Wed",False,None,17:30:00,20:14:00,164,False,No Drink,True,Chantal,True,17,Evening,Adult,Frequent,1
308,Female,1993-07-02,31,Premium,4,"Fri, Mon, Sat, Thu",False,None,11:54:00,13:21:00,87,False,No Drink,False,No Trainer,True,11,Morning,Adult,Very Frequent,0
309,Male,1995-06-28,29,Standard,3,"Mon, Sat, Thu",False,None,15:05:00,16:19:00,74,False,No Drink,True,Mike,True,15,Afternoon,Adult,Frequent,1
310,Male,1990-02-08,34,Standard,2,"Mon, Sun",True,"BodyPump, Pilates, Running",19:18:00,19:53:00,35,False,No Drink,True,Chantal,True,19,Evening,Adult,Regular,2
311,Female,1980-07-20,44,Standard,1,Mon,False,None,17:41:00,18:15:00,34,True,"lemon, orange",True,Chantal,False,17,Evening,Middle Age,Light,2
312,Male,2002-06-03,22,Premium,5,"Fri, Sat, Thu, Tue, Wed",True,LesMiles,17:41:00,19:31:00,110,False,No Drink,False,No Trainer,False,17,Evening,Young Adult,Very Frequent,1
313,Male,1975-12-28,48,Standard,1,Tue,True,"BodyPump, HIT",19:29:00,22:21:00,172,True,"passion_fruit, coconut_pineapple",False,No Trainer,True,19,Evening,Senior,Light,2
314,Male,1988-03-06,36,Standard,1,Sun,False,None,19:20:00,21:58:00,158,True,coconut_pineapple,False,No Trainer,False,19,Evening,Middle Age,Light,1
315,Male,2008-02-29,16,Premium,1,Tue,True,"XCore, Spinning, BodyPump",08:38:00,10:25:00,107,False,No Drink,True,Mike,True,8,Morning,Teen,Light,2
316,Male,2009-12-28,14,Standard,3,"Fri, Tue, Wed",False,None,20:52:00,22:02:00,70,True,"coconut_pineapple, lemon",True,Chantal,True,20,Evening,Teen,Frequent,2
317,Male,1988-09-27,36,Premium,3,"Mon, Sat, Thu",False,None,11:06:00,11:44:00,38,True,berry_boost,True,Chantal,False,11,Morning,Middle Age,Frequent,2
318,Male,1984-05-18,40,Premium,2,"Sun, Thu",False,None,11:37:00,14:23:00,166,False,No Drink,True,Chantal,True,11,Morning,Middle Age,Regular,1
319,Male,1992-06-01,32,Premium,3,"Sat, Sun, Wed",False,None,10:38:00,13:05:00,147,True,"lemon, black_currant",False,No Trainer,False,10,Morning,Adult,Frequent,1
320,Female,2012-01-23,12,Standard,5,"Mon, Sat, Sun, Thu, Wed",True,"HIT, Zumba",09:36:00,12:09:00,153,True,"lemon, berry_boost",True,Chantal,True,9,Morning,Teen,Very Frequent,3
321,Male,1998-04-22,26,Premium,3,"Sat, Thu, Tue",False,None,14:11:00,15:11:00,60,True,"passion_fruit, coconut_pineapple",False,No Trainer,False,14,Afternoon,Adult,Frequent,1
322,Male,2000-11-03,23,Standard,2,"Fri, Sat",False,None,20:18:00,20:55:00,37,False,No Drink,True,Chantal,False,20,Evening,Young Adult,Regular,1
323,Male,1998-06-19,26,Premium,5,"Mon, Sat, Sun, Thu, Wed",True,Running,17:11:00,18:02:00,51,False,No Drink,True,Chantal,True,17,Evening,Adult,Very Frequent,2
324,Female,1994-07-14,30,Standard,3,"Fri, Thu, Wed",True,Pilates,19:16:00,20:15:00,59,False,No Drink,True,Chantal,True,19,Evening,Adult,Frequent,2
325,Male,1995-02-19,29,Standard,3,"Fri, Sat, Wed",False,None,10:34:00,11:13:00,39,False,No Drink,False,No Trainer,True,10,Morning,Adult,Frequent,0
326,Female,1977-07-03,47,Standard,3,"Mon, Sun, Tue",False,None,18:24:00,19:13:00,49,True,"coconut_pineapple, lemon",False,No Trainer,False,18,Evening,Senior,Frequent,1
327,Female,2011-09-21,13,Standard,3,"Mon, Sun, Thu",False,None,14:01:00,16:23:00,142,True,passion_fruit,False,No Trainer,True,14,Afternoon,Teen,Frequent,1
328,Female,2002-09-30,22,Standard,5,"Fri, Mon, Sun, Tue, Wed",False,None,13:52:00,14:43:00,51,False,No Drink,False,No Trainer,True,13,Afternoon,Young Adult,Very Frequent,0
329,Male,1991-06-30,33,Premium,4,"Fri, Sat, Sun, Tue",True,Running,09:15:00,10:04:00,49,False,No Drink,False,No Trainer,True,9,Morning,Adult,Very Frequent,1
330,Female,1997-08-13,27,Standard,2,"Sat, Thu",False,None,11:43:00,14:26:00,163,True,passion_fruit,False,No Trainer,True,11,Morning,Adult,Regular,1
331,Female,1989-08-06,35,Premium,2,"Mon, Wed",True,"Kickboxen, LesMiles",16:36:00,17:42:00,66,True,passion_fruit,False,No Trainer,False,16,Afternoon,Adult,Regular,2
332,Female,2003-02-22,21,Premium,3,"Fri, Sat, Wed",True,XCore,20:22:00,21:59:00,97,True,passion_fruit,False,No Trainer,True,20,Evening,Young Adult,Frequent,2
333,Male,1984-06-13,40,Premium,3,"Fri, Sun, Tue",False,None,11:18:00,14:09:00,171,False,No Drink,True,Hanna,True,11,Morning,Middle Age,Frequent,1
334,Male,2009-07-02,15,Standard,3,"Mon, Sat, Sun",False,None,17:29:00,18:03:00,34,False,No Drink,False,No Trainer,True,17,Evening,Teen,Frequent,0
335,Female,2000-11-21,23,Premium,3,"Mon, Sat, Sun",False,None,13:42:00,14:33:00,51,False,No Drink,False,No Trainer,True,13,Afternoon,Young Adult,Frequent,0
336,Female,1975-03-02,49,Standard,1,Wed,True,"Running, Zumba, LesMiles",10:40:00,11:24:00,44,False,No Drink,True,Chantal,False,10,Morning,Senior,Light,2
337,Male,1982-04-13,42,Premium,2,"Fri, Mon",False,None,18:22:00,20:18:00,116,True,"orange, black_currant",True,Chantal,False,18,Evening,Middle Age,Regular,2
338,Male,1997-10-04,27,Premium,3,"Mon, Thu, Wed",True,"Zumba, HIT",10:06:00,11:38:00,92,True,"coconut_pineapple, passion_fruit",False,No Trainer,False,10,Morning,Adult,Frequent,2
339,Female,1983-09-04,41,Standard,3,"Sun, Thu, Wed",True,"XCore, Pilates, HIT",15:40:00,17:21:00,101,True,"passion_fruit, orange",True,Chantal,False,15,Afternoon,Middle Age,Frequent,3
340,Male,2002-03-22,22,Premium,3,"Sat, Thu, Tue",True,"HIT, Kickboxen, Zumba",18:51:00,21:17:00,146,False,No Drink,True,Jeffrey,False,18,Evening,Young Adult,Frequent,2
341,Female,1988-05-16,36,Standard,4,"Fri, Mon, Thu, Wed",False,None,14:02:00,16:28:00,146,False,No Drink,False,No Trainer,True,14,Afternoon,Middle Age,Very Frequent,0
342,Male,1998-08-11,26,Standard,5,"Fri, Sat, Sun, Tue, Wed",True,HIT,17:57:00,19:05:00,68,True,coconut_pineapple,True,Jeffrey,True,17,Evening,Adult,Very Frequent,3
343,Female,2005-10-07,19,Premium,5,"Fri, Sat, Thu, Tue, Wed",True,"Running, HIT, Kickboxen",09:53:00,12:49:00,176,False,No Drink,True,Mike,True,9,Morning,Young Adult,Very Frequent,2
344,Female,1986-10-10,38,Standard,4,"Fri, Mon, Sun, Thu",True,HIT,12:50:00,14:19:00,89,False,No Drink,False,No Trainer,True,12,Afternoon,Middle Age,Very Frequent,1
345,Male,1985-08-18,39,Standard,2,"Mon, Sat",False,None,14:30:00,16:14:00,104,False,No Drink,True,Mike,False,14,Afternoon,Middle Age,Regular,1
346,Female,1981-07-18,43,Premium,3,"Mon, Sat, Thu",True,"Kickboxen, LesMiles",12:17:00,15:09:00,172,False,No Drink,False,No Trainer,False,12,Afternoon,Middle Age,Frequent,1
347,Female,1985-10-08,39,Standard,3,"Mon, Tue, Wed",False,None,16:51:00,18:36:00,105,False,No Drink,False,No Trainer,True,16,Afternoon,Middle Age,Frequent,0
348,Male,2003-07-02,21,Standard,3,"Sat, Sun, Tue",False,None,12:59:00,13:48:00,49,True,"orange, berry_boost",False,No Trainer,False,12,Afternoon,Young Adult,Frequent,1
349,Female,1985-06-18,39,Standard,2,"Sun, Thu",False,None,12:53:00,14:54:00,121,False,No Drink,True,Jeffrey,False,12,Afternoon,Middle Age,Regular,1
350,Female,1988-11-21,35,Standard,2,"Fri, Mon",True,"Pilates, XCore",16:20:00,17:21:00,61,True,passion_fruit,True,Jeffrey,False,16,Afternoon,Adult,Regular,3
351,Male,1988-10-30,35,Standard,1,Fri,True,"BodyBalance, LesMiles",19:27:00,22:03:00,156,False,No Drink,False,No Trainer,False,19,Evening,Adult,Light,1
352,Female,1993-03-02,31,Standard,1,Wed,True,"Spinning, Running",09:42:00,12:25:00,163,False,No Drink,False,No Trainer,False,9,Morning,Adult,Light,1
353,Female,2009-05-31,15,Premium,2,"Fri, Mon",False,None,13:37:00,14:50:00,73,True,berry_boost,True,Mike,True,13,Afternoon,Teen,Regular,2
354,Female,1980-06-05,44,Premium,2,"Fri, Mon",True,BodyBalance,17:13:00,18:15:00,62,False,No Drink,False,No Trainer,True,17,Evening,Middle Age,Regular,1
355,Male,1987-02-13,37,Standard,1,Mon,True,"BodyBalance, Running",16:45:00,18:58:00,133,False,No Drink,False,No Trainer,False,16,Afternoon,Middle Age,Light,1
356,Male,1992-05-13,32,Standard,1,Sat,True,"Pilates, XCore",18:44:00,19:28:00,44,False,No Drink,False,No Trainer,True,18,Evening,Adult,Light,1
357,Female,2007-09-16,17,Standard,2,"Fri, Sun",True,LesMiles,20:55:00,22:18:00,83,True,"lemon, orange",False,No Trainer,False,20,Evening,Teen,Regular,2
358,Female,1987-07-27,37,Standard,1,Tue,True,XCore,18:06:00,19:59:00,113,False,No Drink,False,No Trainer,False,18,Evening,Middle Age,Light,1
359,Female,1999-02-05,25,Standard,3,"Fri, Sun, Tue",False,None,15:21:00,16:26:00,65,False,No Drink,True,Hanna,False,15,Afternoon,Young Adult,Frequent,1
360,Female,1992-05-02,32,Standard,2,"Sat, Wed",True,"LesMiles, BodyPump, Kickboxen",17:04:00,19:46:00,162,False,No Drink,True,Jeffrey,False,17,Evening,Adult,Regular,2
361,Female,1980-05-14,44,Standard,5,"Fri, Sun, Thu, Tue, Wed",True,Running,20:04:00,22:29:00,145,False,No Drink,True,Mike,True,20,Evening,Middle Age,Very Frequent,2
362,Female,1987-06-28,37,Premium,4,"Fri, Mon, Thu, Tue",True,"Pilates, Zumba, Kickboxen",11:51:00,13:57:00,126,True,"passion_fruit, lemon",False,No Trainer,False,11,Morning,Middle Age,Very Frequent,2
363,Male,2007-02-25,17,Standard,1,Tue,True,"Running, Zumba",12:17:00,15:14:00,177,True,"lemon, berry_boost",True,Chantal,False,12,Afternoon,Teen,Light,3
364,Female,1990-06-27,34,Standard,3,"Sat, Thu, Wed",True,"Spinning, BodyBalance, Yoga",10:47:00,12:03:00,76,False,No Drink,True,Chantal,True,10,Morning,Adult,Frequent,2
365,Female,2003-09-24,21,Premium,2,"Mon, Wed",True,"Kickboxen, HIT, Spinning",18:40:00,21:21:00,161,True,passion_fruit,True,Hanna,True,18,Evening,Young Adult,Regular,3
366,Male,1980-06-04,44,Standard,3,"Fri, Mon, Tue",False,None,10:31:00,12:28:00,117,True,coconut_pineapple,True,Chantal,False,10,Morning,Middle Age,Frequent,2
367,Female,1996-02-26,28,Standard,2,"Thu, Tue",True,"XCore, Yoga",20:22:00,22:56:00,154,True,"lemon, black_currant",False,No Trainer,False,20,Evening,Adult,Regular,2
368,Male,2001-07-09,23,Premium,1,Sun,True,BodyBalance,20:41:00,23:00:00,139,False,No Drink,True,Chantal,False,20,Evening,Young Adult,Light,2
369,Male,1995-05-09,29,Premium,1,Mon,True,HIT,17:22:00,18:42:00,80,True,black_currant,True,Jeffrey,True,17,Evening,Adult,Light,3
370,Female,1996-01-05,28,Premium,1,Tue,True,"Spinning, LesMiles, Yoga",13:08:00,14:35:00,87,True,black_currant,True,Hanna,True,13,Afternoon,Adult,Light,3
371,Male,2003-05-25,21,Premium,2,"Mon, Wed",False,None,20:10:00,21:56:00,106,False,No Drink,False,No Trainer,True,20,Evening,Young Adult,Regular,0
372,Female,1978-10-10,46,Premium,5,"Fri, Sun, Thu, Tue, Wed",True,"Running, BodyPump",11:18:00,14:06:00,168,True,"coconut_pineapple, black_currant",True,Jeffrey,True,11,Morning,Senior,Very Frequent,3
373,Female,1991-08-26,33,Premium,2,"Sat, Sun",True,"BodyBalance, Pilates, LesMiles",08:52:00,11:07:00,135,False,No Drink,False,No Trainer,True,8,Morning,Adult,Regular,1
374,Female,1984-12-16,39,Premium,2,"Sun, Tue",True,"HIT, Pilates",17:43:00,18:36:00,53,False,No Drink,True,Chantal,True,17,Evening,Middle Age,Regular,2
375,Male,1998-12-14,25,Premium,2,"Fri, Mon",False,None,16:54:00,18:20:00,86,False,No Drink,True,Mike,False,16,Afternoon,Young Adult,Regular,1
376,Female,1995-07-29,29,Premium,3,"Sat, Sun, Thu",True,"BodyPump, LesMiles",20:16:00,23:04:00,168,True,"berry_boost, orange",False,No Trainer,False,20,Evening,Adult,Frequent,2
377,Male,1990-10-13,34,Premium,3,"Fri, Tue, Wed",False,None,14:36:00,15:56:00,80,False,No Drink,True,Mike,False,14,Afternoon,Adult,Frequent,1
378,Male,1984-08-22,40,Premium,2,"Sat, Thu",True,Running,18:52:00,19:42:00,50,True,lemon,False,No Trainer,True,18,Evening,Middle Age,Regular,2
379,Female,2010-03-07,14,Premium,3,"Sun, Thu, Tue",False,None,08:29:00,10:35:00,126,False,No Drink,False,No Trainer,False,8,Morning,Teen,Frequent,0
380,Male,1981-06-02,43,Standard,1,Wed,False,None,19:38:00,20:56:00,78,True,berry_boost,False,No Trainer,False,19,Evening,Middle Age,Light,1
381,Male,1998-07-25,26,Premium,5,"Fri, Mon, Sun, Tue, Wed",False,None,18:01:00,18:43:00,42,True,"lemon, coconut_pineapple",False,No Trainer,False,18,Evening,Adult,Very Frequent,1
382,Male,1978-12-06,45,Premium,2,"Mon, Wed",True,"HIT, Spinning",14:20:00,17:20:00,180,True,black_currant,True,Hanna,True,14,Afternoon,Middle Age,Regular,3
383,Female,1998-08-28,26,Standard,2,"Sat, Thu",False,None,20:26:00,21:25:00,59,False,No Drink,True,Chantal,True,20,Evening,Adult,Regular,1
384,Female,1998-06-12,26,Premium,3,"Sat, Thu, Tue",True,"BodyBalance, Pilates, Kickboxen",17:35:00,18:31:00,56,True,"coconut_pineapple, black_currant",False,No Trainer,True,17,Evening,Adult,Frequent,2
385,Female,2008-01-12,16,Premium,3,"Sun, Thu, Wed",True,"LesMiles, HIT, Pilates",12:45:00,14:42:00,117,True,"orange, lemon",True,Hanna,False,12,Afternoon,Teen,Frequent,3
386,Male,1975-06-09,49,Premium,1,Fri,True,"Kickboxen, BodyBalance",13:06:00,14:29:00,83,False,No Drink,True,Hanna,True,13,Afternoon,Senior,Light,2
387,Male,1998-09-03,26,Premium,2,"Tue, Wed",True,XCore,19:08:00,21:19:00,131,True,black_currant,True,Jeffrey,True,19,Evening,Adult,Regular,3
388,Male,2005-03-17,19,Standard,2,"Fri, Sat",True,"LesMiles, Kickboxen",20:23:00,21:49:00,86,False,No Drink,True,Jeffrey,False,20,Evening,Young Adult,Regular,2
389,Female,1990-06-11,34,Premium,1,Thu,True,"Spinning, BodyBalance",17:57:00,19:46:00,109,False,No Drink,True,Chantal,True,17,Evening,Adult,Light,2
390,Female,2012-09-12,12,Standard,3,"Mon, Sat, Tue",False,None,08:59:00,10:26:00,87,False,No Drink,True,Hanna,False,8,Morning,Teen,Frequent,1
391,Female,1998-02-06,26,Standard,5,"Fri, Mon, Sat, Thu, Tue",False,None,13:34:00,15:19:00,105,True,"passion_fruit, berry_boost",False,No Trainer,True,13,Afternoon,Adult,Very Frequent,1
392,Female,1985-05-18,39,Standard,2,"Thu, Wed",True,"Spinning, Yoga",08:25:00,10:10:00,105,False,No Drink,True,Jeffrey,False,8,Morning,Middle Age,Regular,2
393,Female,1983-08-28,41,Standard,4,"Mon, Sun, Tue, Wed",True,"XCore, Spinning",10:09:00,10:57:00,48,True,"coconut_pineapple, passion_fruit",False,No Trainer,False,10,Morning,Middle Age,Very Frequent,2
394,Female,2007-05-14,17,Premium,2,"Fri, Tue",False,None,09:30:00,12:24:00,174,True,black_currant,True,Hanna,True,9,Morning,Teen,Regular,2
395,Female,1995-10-27,28,Standard,3,"Sat, Thu, Wed",False,None,19:59:00,20:40:00,41,False,No Drink,True,Chantal,False,19,Evening,Adult,Frequent,1
396,Female,1986-11-13,37,Premium,3,"Sat, Sun, Wed",False,None,13:08:00,13:56:00,48,False,No Drink,False,No Trainer,True,13,Afternoon,Middle Age,Frequent,0
397,Female,1991-06-18,33,Standard,3,"Fri, Sat, Sun",False,None,08:47:00,09:52:00,65,False,No Drink,False,No Trainer,True,8,Morning,Adult,Frequent,0
398,Female,1979-06-28,45,Premium,2,"Mon, Thu",True,"LesMiles, Yoga, Zumba",10:37:00,13:10:00,153,True,"coconut_pineapple, lemon",True,Hanna,True,10,Morning,Middle Age,Regular,3
399,Male,2007-03-09,17,Premium,2,"Fri, Sat",False,None,08:38:00,11:24:00,166,False,No Drink,True,Mike,True,8,Morning,Teen,Regular,1
400,Male,1994-11-14,29,Standard,3,"Fri, Sat, Thu",True,Kickboxen,13:02:00,14:08:00,66,False,No Drink,False,No Trainer,True,13,Afternoon,Adult,Frequent,1
401,Female,2004-10-11,20,Premium,1,Wed,False,None,17:52:00,18:49:00,57,True,black_currant,True,Hanna,True,17,Evening,Young Adult,Light,2
402,Female,2007-06-21,17,Premium,2,"Fri, Thu",True,"LesMiles, Pilates, Yoga",16:58:00,19:40:00,162,True,orange,False,No Trainer,True,16,Afternoon,Teen,Regular,2
403,Female,2007-12-04,16,Premium,3,"Sat, Sun, Tue",False,None,15:15:00,15:46:00,31,True,passion_fruit,True,Chantal,False,15,Afternoon,Teen,Frequent,2
404,Female,2009-08-09,15,Premium,3,"Fri, Sat, Wed",True,"Kickboxen, Zumba",11:02:00,11:38:00,36,True,"berry_boost, black_currant",True,Chantal,True,11,Morning,Teen,Frequent,3
405,Male,1997-04-05,27,Premium,2,"Mon, Sun",True,"LesMiles, Yoga, Spinning",16:35:00,18:56:00,141,True,lemon,True,Jeffrey,False,16,Afternoon,Adult,Regular,3
406,Female,1998-06-11,26,Standard,4,"Mon, Sat, Thu, Wed",True,"Pilates, Spinning",13:03:00,15:39:00,156,False,No Drink,True,Chantal,True,13,Afternoon,Adult,Very Frequent,2
407,Female,2002-09-28,22,Standard,3,"Sat, Thu, Tue",True,"LesMiles, Pilates",17:29:00,19:06:00,97,True,"lemon, black_currant",False,No Trainer,False,17,Evening,Young Adult,Frequent,2
408,Male,2001-12-23,22,Premium,1,Fri,False,None,11:31:00,12:13:00,42,True,coconut_pineapple,True,Chantal,True,11,Morning,Young Adult,Light,2
409,Female,2004-12-19,19,Standard,3,"Sun, Thu, Wed",False,None,18:07:00,20:51:00,164,False,No Drink,True,Jeffrey,True,18,Evening,Young Adult,Frequent,1
410,Male,1979-04-01,45,Premium,3,"Sun, Tue, Wed",False,None,11:20:00,14:08:00,168,False,No Drink,True,Mike,True,11,Morning,Middle Age,Frequent,1
411,Female,1980-08-27,44,Standard,2,"Tue, Wed",False,None,11:53:00,12:48:00,55,False,No Drink,False,No Trainer,False,11,Morning,Middle Age,Regular,0
412,Male,1984-12-09,39,Standard,2,"Sun, Tue",True,"LesMiles, BodyPump",19:02:00,19:47:00,45,True,berry_boost,True,Chantal,False,19,Evening,Middle Age,Regular,3
413,Male,1993-10-26,30,Premium,1,Sun,True,LesMiles,08:38:00,10:08:00,90,False,No Drink,True,Mike,True,8,Morning,Adult,Light,2
414,Female,1995-01-01,29,Standard,1,Sun,True,BodyPump,12:26:00,13:45:00,79,False,No Drink,False,No Trainer,False,12,Afternoon,Adult,Light,1
415,Female,1994-12-26,29,Premium,1,Sat,False,None,16:54:00,18:15:00,81,False,No Drink,True,Chantal,True,16,Afternoon,Adult,Light,1
416,Male,1988-01-12,36,Premium,3,"Sat, Sun, Wed",True,LesMiles,19:37:00,20:38:00,61,False,No Drink,False,No Trainer,True,19,Evening,Middle Age,Frequent,1
417,Female,2007-11-02,16,Standard,3,"Fri, Sun, Wed",True,"Kickboxen, Pilates",14:53:00,17:02:00,129,True,coconut_pineapple,False,No Trainer,True,14,Afternoon,Teen,Frequent,2
418,Female,1975-09-25,49,Premium,3,"Mon, Sun, Wed",False,None,19:37:00,21:31:00,114,True,"berry_boost, coconut_pineapple",False,No Trainer,False,19,Evening,Senior,Frequent,1
419,Female,2004-11-26,19,Premium,3,"Sat, Tue, Wed",True,"Kickboxen, Spinning, HIT",10:33:00,11:32:00,59,False,No Drink,False,No Trainer,False,10,Morning,Young Adult,Frequent,1
420,Male,1978-02-27,46,Premium,2,"Fri, Tue",False,None,11:27:00,13:39:00,132,True,"coconut_pineapple, black_currant",True,Hanna,False,11,Morning,Senior,Regular,2
421,Female,1998-01-09,26,Standard,3,"Thu, Tue, Wed",False,None,14:54:00,16:46:00,112,True,"orange, black_currant",True,Chantal,True,14,Afternoon,Adult,Frequent,2
422,Female,1990-05-21,34,Standard,4,"Fri, Thu, Tue, Wed",False,None,12:46:00,13:55:00,69,False,No Drink,False,No Trainer,False,12,Afternoon,Adult,Very Frequent,0
423,Female,1987-04-18,37,Premium,5,"Fri, Mon, Sat, Sun, Thu",True,XCore,18:48:00,21:03:00,135,False,No Drink,True,Chantal,True,18,Evening,Middle Age,Very Frequent,2
424,Female,2002-04-02,22,Premium,1,Sun,True,"Pilates, LesMiles, Spinning",12:27:00,14:03:00,96,True,coconut_pineapple,False,No Trainer,True,12,Afternoon,Young Adult,Light,2
425,Male,1983-05-03,41,Premium,5,"Mon, Sat, Sun, Tue, Wed",False,None,16:21:00,18:38:00,137,False,No Drink,True,Chantal,False,16,Afternoon,Middle Age,Very Frequent,1
426,Female,1985-07-09,39,Premium,2,"Fri, Sat",False,None,20:04:00,20:43:00,39,False,No Drink,False,No Trainer,False,20,Evening,Middle Age,Regular,0
427,Male,2010-05-02,14,Premium,3,"Fri, Mon, Sun",False,None,16:05:00,19:05:00,180,True,black_currant,True,Mike,False,16,Afternoon,Teen,Frequent,2
428,Female,2008-07-22,16,Standard,3,"Sat, Sun, Wed",True,"Pilates, BodyBalance, Spinning",14:06:00,16:15:00,129,True,berry_boost,False,No Trainer,False,14,Afternoon,Teen,Frequent,2
429,Male,1993-04-19,31,Standard,2,"Sun, Thu",True,"Yoga, Pilates, BodyPump",17:57:00,19:22:00,85,True,"lemon, passion_fruit",True,Jeffrey,True,17,Evening,Adult,Regular,3
430,Female,1998-12-06,25,Standard,2,"Mon, Thu",False,None,15:12:00,15:57:00,45,True,coconut_pineapple,True,Chantal,False,15,Afternoon,Young Adult,Regular,2
431,Male,1993-07-16,31,Premium,2,"Sun, Tue",True,"Zumba, Yoga, Spinning",16:01:00,18:11:00,130,True,"black_currant, orange",False,No Trainer,True,16,Afternoon,Adult,Regular,2
432,Male,1994-01-10,30,Standard,5,"Fri, Mon, Sun, Tue, Wed",True,"Yoga, Spinning",10:56:00,13:40:00,164,False,No Drink,True,Jeffrey,True,10,Morning,Adult,Very Frequent,2
433,Female,1977-01-28,47,Premium,3,"Sat, Sun, Thu",False,None,14:51:00,17:38:00,167,True,orange,False,No Trainer,True,14,Afternoon,Senior,Frequent,1
434,Female,1995-04-29,29,Standard,5,"Mon, Sat, Sun, Thu, Tue",False,None,18:14:00,21:04:00,170,False,No Drink,False,No Trainer,False,18,Evening,Adult,Very Frequent,0
435,Female,1981-04-20,43,Standard,1,Sat,True,Yoga,14:44:00,16:44:00,120,True,"passion_fruit, berry_boost",True,Chantal,True,14,Afternoon,Middle Age,Light,3
436,Male,2001-05-02,23,Standard,1,Sun,False,None,11:28:00,13:04:00,96,False,No Drink,True,Mike,False,11,Morning,Young Adult,Light,1
437,Male,1997-08-23,27,Premium,2,"Fri, Thu",True,LesMiles,16:29:00,19:08:00,159,True,coconut_pineapple,False,No Trainer,True,16,Afternoon,Adult,Regular,2
438,Male,1990-02-22,34,Premium,2,"Tue, Wed",False,None,17:18:00,18:57:00,99,True,passion_fruit,True,Mike,False,17,Evening,Adult,Regular,2
439,Male,2011-12-20,12,Standard,2,"Sat, Wed",True,"Kickboxen, BodyBalance",13:58:00,15:56:00,118,True,"orange, lemon",True,Chantal,True,13,Afternoon,Teen,Regular,3
440,Male,1987-09-27,37,Premium,1,Sat,True,Running,13:10:00,16:02:00,172,False,No Drink,False,No Trainer,True,13,Afternoon,Middle Age,Light,1
441,Female,1986-03-24,38,Standard,3,"Thu, Tue, Wed",True,Spinning,16:41:00,17:48:00,67,True,"lemon, berry_boost",False,No Trainer,True,16,Afternoon,Middle Age,Frequent,2
442,Female,1994-05-17,30,Standard,1,Sat,False,None,14:08:00,17:08:00,180,False,No Drink,True,Hanna,False,14,Afternoon,Adult,Light,1
443,Female,1998-11-11,25,Standard,2,"Mon, Tue",True,"Running, Spinning",13:59:00,15:29:00,90,False,No Drink,True,Jeffrey,True,13,Afternoon,Young Adult,Regular,2
444,Male,1975-02-23,49,Standard,2,"Mon, Sun",False,None,18:40:00,20:46:00,126,False,No Drink,True,Hanna,True,18,Evening,Senior,Regular,1
445,Female,1989-04-11,35,Premium,1,Tue,False,None,12:12:00,14:48:00,156,True,black_currant,False,No Trainer,False,12,Afternoon,Adult,Light,1
446,Female,1982-12-05,41,Standard,2,"Sun, Tue",True,"HIT, BodyBalance",14:06:00,16:06:00,120,True,"orange, berry_boost",True,Jeffrey,True,14,Afternoon,Middle Age,Regular,3
447,Male,1991-04-09,33,Premium,3,"Mon, Thu, Tue",False,None,09:14:00,10:31:00,77,True,"orange, lemon",False,No Trainer,True,9,Morning,Adult,Frequent,1
448,Female,1997-07-13,27,Premium,2,"Fri, Tue",False,None,17:22:00,19:32:00,130,True,"passion_fruit, black_currant",False,No Trainer,False,17,Evening,Adult,Regular,1
449,Female,2006-07-23,18,Standard,3,"Fri, Thu, Wed",True,"BodyBalance, Pilates, HIT",18:43:00,21:06:00,143,True,passion_fruit,False,No Trainer,True,18,Evening,Teen,Frequent,2
450,Male,2006-06-24,18,Premium,4,"Fri, Sat, Sun, Tue",True,Running,19:08:00,21:32:00,144,True,black_currant,False,No Trainer,False,19,Evening,Teen,Very Frequent,2
451,Female,1994-04-09,30,Premium,4,"Fri, Sat, Sun, Wed",True,"BodyPump, Pilates, Yoga",14:27:00,16:09:00,102,False,No Drink,True,Jeffrey,False,14,Afternoon,Adult,Very Frequent,2
452,Female,1985-06-16,39,Standard,4,"Sat, Sun, Thu, Tue",True,"Spinning, HIT",16:21:00,17:34:00,73,True,"lemon, black_currant",True,Jeffrey,False,16,Afternoon,Middle Age,Very Frequent,3
453,Female,1994-03-25,30,Standard,3,"Sat, Sun, Wed",True,"Yoga, Spinning",18:36:00,20:33:00,117,True,orange,True,Jeffrey,False,18,Evening,Adult,Frequent,3
454,Female,1999-01-10,25,Premium,4,"Mon, Sun, Tue, Wed",True,Running,18:14:00,19:59:00,105,False,No Drink,True,Chantal,True,18,Evening,Young Adult,Very Frequent,2
455,Female,2008-05-19,16,Standard,1,Mon,True,"BodyBalance, Pilates, Yoga",20:02:00,22:37:00,155,False,No Drink,True,Mike,False,20,Evening,Teen,Light,2
